LabVIEW Measurement	
Writer_Version	0.92
Reader_Version	1
Separator	Tab
Multi_Headings	Yes
X_Columns	Multi
Time_Pref	Relative
Operator	don geister
Date	1903/12/31
Time	19:00:00
***End_of_Header***	
	
Channels	1	
Samples	16	
Date	2018/01/28	
Time	17:40:03.592999	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	1.000000	
***End_of_Header***		
X_Value		Comment
0.000000	-0.224635
1.000000	-0.868661
2.000000	-0.737342
3.000000	-0.744919
4.000000	-0.709556
5.000000	-0.750067
6.000000	-0.597806
7.000000	-0.532430
8.000000	-0.557341
9.000000	-0.535453
10.000000	-0.514121
11.000000	-0.465280
12.000000	-0.450201
13.000000	-0.435404
14.000000	-0.540693
15.000000	-0.454554

