W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.232,-0.031,-0.074
1.75,0,0,-0.518,-0.031,-0.16
2.75,0,0,-0.812,-0.029,-0.249
3.75,0,0,-1.106,-0.026,-0.339
0,0.75,0,-0.011,-0.214,-0.009
0,1.75,0,-0.013,-0.476,-0.01
0,2.75,0,-0.014,-0.738,-0.01
0,3.75,0,-0.016,-1.007,-0.012
0,0,0.75,-0.082,-0.04,-0.237
0,0,1.75,-0.168,-0.047,-0.522
0,0,2.75,-0.255,-0.054,-0.809
0,0,3.75,-0.347,-0.059,-1.104
