W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.2,0.013,-0.066
1.75,0,0,-0.487,0.014,-0.152
2.75,0,0,-0.786,0.008,-0.244
3.75,0,0,-1.077,0.009,-0.332
0,0.75,0,0.019,-0.178,0.008
0,1.75,0,0.014,-0.441,0.014
0,2.75,0,0.01,-0.704,0.024
0,3.75,0,0.005,-0.966,0.032
0,0,0.75,-0.047,-0.003,-0.229
0,0,1.75,-0.132,-0.01,-0.517
0,0,2.75,-0.221,-0.015,-0.813
0,0,3.75,-0.309,-0.022,-1.108
