AoA:,LC1:,LC2:,LC3:,Calib
0,0.282,0.2,0.812,29
2,0.373,0.195,0.896
4,0.455,0.172,0.961
6,0.545,0.156,1.027
8,0.623,0.137,1.083
10,0.687,0.113,1.142
12,0.744,0.076,1.186
14,0.768,0.009,1.222
16,0.789,-0.051,1.265
18,0.795,-0.093,1.279
20,0.783,-0.114,1.273
22,0.669,-0.214,1.245
24,0.686,-0.295,1.271
26,0.678,-0.372,1.298
