W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.062,-0.581,-0.011
1.75,0,0,-0.331,-0.566,-0.077
2.75,0,0,-0.603,-0.549,-0.151
3.75,0,0,-0.876,-0.534,-0.224
0,0.75,0,0.122,-0.689,0.012
0,1.75,0,0.142,-0.866,0.013
0,2.75,0,0.158,-1.045,0.013
0,3.75,0,0.179,-1.224,0.02
0,0,0.75,0.046,-0.562,-0.195
0,0,1.75,-0.015,-0.557,-0.469
0,0,2.75,-0.076,-0.556,-0.735
0,0,3.75,-0.141,-0.554,-1.009
