W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.253,-0.018,-0.086
1.75,0,0,-0.537,-0.017,-0.173
2.75,0,0,-0.832,-0.014,-0.265
3.75,0,0,-1.122,-0.013,-0.354
0,0.75,0,-0.017,-0.215,-0.022
0,1.75,0,-0.012,-0.474,-0.037
0,2.75,0,-0.009,-0.738,-0.05
0,3.75,0,-0.005,-1.005,-0.062
0,0,0.75,-0.091,-0.025,-0.251
0,0,1.75,-0.181,-0.03,-0.544
0,0,2.75,-0.269,-0.039,-0.836
0,0,3.75,-0.358,-0.047,-1.127
