W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.392,-0.145,-0.172
1.75,0,0,-0.686,-0.143,-0.26
2.75,0,0,-0.982,-0.14,-0.35
3.75,0,0,-1.275,-0.14,-0.437
0,0.75,0,-0.177,-0.321,-0.11
0,1.75,0,-0.179,-0.572,-0.103
0,2.75,0,-0.182,-0.836,-0.093
0,3.75,0,-0.182,-1.128,-0.087
0,0,0.75,-0.244,-0.15,-0.344
0,0,1.75,-0.331,-0.157,-0.635
0,0,2.75,-0.419,-0.166,-0.927
0,0,3.75,-0.508,-0.173,-1.221
