W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.292,0.159,-0.177
1.75,0,0,-0.579,0.16,-0.264
2.75,0,0,-0.866,0.162,-0.347
3.75,0,0,-1.155,0.163,-0.434
0,0.75,0,-0.07,-0.004,-0.091
0,1.75,0,-0.09,-0.209,-0.068
0,2.75,0,-0.102,-0.487,-0.045
0,3.75,0,-0.112,-0.743,-0.033
0,0,0.75,-0.146,0.139,-0.325
0,0,1.75,-0.227,0.131,-0.611
0,0,2.75,-0.314,0.129,-0.902
0,0,3.75,-0.399,0.124,-1.186
