W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.3055,-0.0704,-0.159
1.75,0,0,-0.586,-0.073,-0.241
2.75,0,0,-0.879,-0.078,-0.326
3.75,0,0,-1.162,-0.082,-0.409
0,0.75,0,-0.071,-0.253,-0.076
0,1.75,0,-0.069,-0.502,-0.073
0,2.75,0,-0.043,-0.774,-0.083
0,3.75,0,-0.04,-1.048,-0.092
0,0,0.75,-0.147,-0.121,-0.311
0,0,1.75,-0.228,-0.127,-0.593
0,0,2.75,-0.312,-0.135,-0.878
0,0,3.75,-0.395,-0.143,-1.166
