W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.259,-0.006,-0.098
1.75,0,0,-0.547,-0.005,-0.186
2.75,0,0,-0.842,-0.004,-0.276
3.75,0,0,-1.135,-0.003,-0.364
0,0.75,0,-0.029,-0.175,-0.025
0,1.75,0,-0.035,-0.441,-0.019
0,2.75,0,-0.033,-0.712,-0.026
0,3.75,0,-0.035,-0.989,-0.026
0,0,0.75,-0.105,0,-0.261
0,0,1.75,-0.193,-0.005,-0.551
0,0,2.75,-0.281,-0.012,-0.839
0,0,3.75,-0.37,-0.018,-1.131
