AoA:,LC1:,LC2:,LC3:,Calib
0,0.436,0.058,1.111,39
2,0.511,0.038,1.182
4,0.61,0.013,1.262
6,0.707,-0.021,1.339
8,0.791,-0.064,1.414
10,0.856,-0.117,1.461
12,0.891,-0.209,1.551
14,0.916,-0.314,1.602
16,0.922,-0.404,1.643
18,0.889,-0.517,1.665
20,0.827,-0.608,1.674
22,0.819,-0.705,1.691
24,0.795,-0.8,1.717
26,0.779,-0.882,1.722
28,0.746,-0.976,1.734
30,0.684,-1.056,1.745
