W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.212,0.191,-0.074
1.75,0,0,-0.493,0.2,-0.157
2.75,0,0,-0.784,0.207,-0.242
3.75,0,0,-1.066,0.214,-0.325
0,0.75,0,0.001,0.079,-0.04
0,1.75,0,0.026,-0.135,-0.022
0,2.75,0,0.051,-0.355,-0.019
0,3.75,0,0.052,-0.607,-0.018
0,0,0.75,-0.076,0.177,-0.252
0,0,1.75,-0.155,0.177,-0.528
0,0,2.75,-0.234,0.173,-0.806
0,0,3.75,-0.319,0.174,-1.095
