W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.228,0.07,-0.118
1.75,0,0,-0.511,0.068,-0.198
2.75,0,0,-0.799,0.069,-0.283
3.75,0,0,-1.082,0.069,-0.365
0,0.75,0,-0.002,-0.075,-0.072
0,1.75,0,-0.001,-0.347,-0.08
0,2.75,0,-0.001,-0.584,-0.101
0,3.75,0,0.002,-0.854,-0.109
0,0,0.75,-0.078,-0.009,-0.287
0,0,1.75,-0.15,-0.01,-0.581
0,0,2.75,-0.227,-0.009,-0.878
0,0,3.75,-0.302,-0.015,-1.172
