W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.244,-0.074,-0.101
1.75,0,0,-0.527,-0.067,-0.184
2.75,0,0,-0.822,-0.071,-0.278
3.75,0,0,-1.111,-0.065,-0.366
0,0.75,0,-0.026,-0.265,-0.025
0,1.75,0,-0.03,-0.507,-0.009
0,2.75,0,-0.039,-0.774,0.004
0,3.75,0,-0.049,-1.059,0.029
0,0,0.75,-0.089,-0.062,-0.263
0,0,1.75,-0.176,-0.065,-0.546
0,0,2.75,-0.265,-0.074,-0.842
0,0,3.75,-0.355,-0.076,-1.134
