W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.232,0.116,-0.088
1.75,0,0,-0.521,0.125,-0.174
2.75,0,0,-0.812,0.132,-0.262
3.75,0,0,-1.106,0.123,-0.351
0,0.75,0,0.005,-0.028,-0.035
0,1.75,0,0.019,-0.266,-0.041
0,2.75,0,0.027,-0.503,-0.051
0,3.75,0,0.029,-0.773,-0.063
0,0,0.75,-0.079,0.122,-0.262
0,0,1.75,-0.161,0.124,-0.551
0,0,2.75,-0.246,0.124,-0.837
0,0,3.75,-0.332,0.123,-1.123
