W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.287,0.049,-0.175
1.75,0,0,-0.574,0.051,-0.259
2.75,0,0,-0.866,0.056,-0.347
3.75,0,0,-1.155,0.057,-0.433
0,0.75,0,-0.059,-0.071,-0.115
0,1.75,0,-0.054,-0.313,-0.119
0,2.75,0,-0.05,-0.558,-0.128
0,3.75,0,-0.044,-0.844,-0.137
0,0,0.75,-0.103,0.033,-0.329
0,0,1.75,-0.179,0.027,-0.631
0,0,2.75,-0.259,0.027,-0.932
0,0,3.75,-0.334,0.025,-1.228
