W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.302,0.175,-0.137
1.75,0,0,-0.593,0.18,-0.223
2.75,0,0,-0.881,0.183,-0.309
3.75,0,0,-1.169,0.183,-0.397
0,0.75,0,-0.083,0.025,-0.061
0,1.75,0,-0.114,-0.169,-0.052
0,2.75,0,-0.13,-0.414,-0.027
0,3.75,0,-0.148,-0.669,-0.01
0,0,0.75,-0.143,0.185,-0.301
0,0,1.75,-0.225,0.179,-0.586
0,0,2.75,-0.316,0.171,-0.878
0,0,3.75,-0.405,0.163,-1.169
