W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.295,-0.232,-0.161
1.75,0,0,-0.571,-0.227,-0.235
2.75,0,0,-0.863,-0.225,-0.329
3.75,0,0,-1.15,-0.223,-0.412
0,0.75,0,-0.12,-0.367,-0.12
0,1.75,0,-0.123,-0.597,-0.095
0,2.75,0,-0.129,-0.826,-0.073
0,3.75,0,-0.139,-1.06,-0.057
0,0,0.75,-0.172,-0.241,-0.343
0,0,1.75,-0.251,-0.241,-0.626
0,0,2.75,-0.239,-0.244,-0.911
0,0,3.75,-0.41,-0.249,-1.19
