W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.432,-0.771,-0.226
1.75,0,0,-0.695,-0.766,-0.291
2.75,0,0,-0.963,-0.763,-0.361
3.75,0,0,-1.231,-0.758,-0.432
0,0.75,0,-0.236,-0.907,-0.178
0,1.75,0,-0.236,-1.102,-0.17
0,2.75,0,-0.242,-1.308,-0.167
0,3.75,0,-0.251,-1.519,-0.165
0,0,0.75,-0.286,-0.802,-0.394
0,0,1.75,-0.355,-0.782,-0.666
0,0,2.75,-0.428,-0.779,-0.941
0,0,3.75,-0.498,-0.781,-1.217
