W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.402,-0.159,-0.184
1.75,0,0,-0.702,-0.156,-0.273
2.75,0,0,-0.992,-0.152,-0.361
3.75,0,0,-1.287,-0.149,-0.451
0,0.75,0,-0.182,-0.34,-0.133
0,1.75,0,-0.173,-0.59,-0.145
0,2.75,0,-0.168,-0.847,-0.156
0,3.75,0,-0.158,-1.135,-0.162
0,0,0.75,-0.249,-0.175,-0.343
0,0,1.75,-0.338,-0.18,-0.639
0,0,2.75,-0.426,-0.186,-0.933
0,0,3.75,-0.515,-0.192,-1.227
