W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.254,-0.006,-0.087
1.75,0,0,-0.541,-0.005,-0.171
2.75,0,0,-0.829,-0.004,-0.259
3.75,0,0,-1.13,0.001,-0.348
0,0.75,0,-0.032,-0.195,-0.005
0,1.75,0,-0.04,-0.458,0.018
0,2.75,0,-0.049,-0.722,0.039
0,3.75,0,-0.062,-0.987,0.058
0,0,0.75,-0.094,-0.0117,-0.251
0,0,1.75,-0.181,-0.019,-0.541
0,0,2.75,-0.269,-0.025,-0.836
0,0,3.75,-0.361,-0.028,-1.132
