W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.078,-0.535,0.006
1.75,0,0,-0.351,-0.531,-0.065
2.75,0,0,-0.632,-0.523,-0.144
3.75,0,0,-0.906,-0.519,-0.215
0,0.75,0,0.134,-0.642,0.062
0,1.75,0,0.142,-0.822,0.055
0,2.75,0,0.163,-0.958,0.059
0,3.75,0,168,-1.145,0.057
0,0,0.75,0.07,-0.467,-0.162
0,0,1.75,0.002,-0.469,-0.437
0,0,2.75,-0.068,-0.475,-0.716
0,0,3.75,-0.142,-0.477,-0.994
