W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.274,0.105,-0.107
1.75,0,0,-0.561,0.109,-0.194
2.75,0,0,-0.858,0.112,-0.283
3.75,0,0,-1.152,0.115,-0.369
0,0.75,0,-0.048,-0.065,-0.059
0,1.75,0,-0.048,-0.284,-0.075
0,2.75,0,-0.05,-0.531,-0.091
0,3.75,0,-0.046,-0.774,-0.103
0,0,0.75,-0.126,0.095,-0.282
0,0,1.75,-0.208,0.093,-0.568
0,0,2.75,-0.296,0.088,-0.857
0,0,3.75,-0.386,0.083,-1.151
