W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.2588,0.0122,-0.1261
1.75,0,0,-0.523,0.0116,-0.2078
2.75,0,0,-0.825,-0.0112,-0.291
3.75,0,0,-1.118,0.00672,-0.376
0,0.75,0,-0.0461,-0.1339,-0.0598
0,1.75,0,-0.0505,-0.4092,-0.0485
0,2.75,0,-0.0526,-0.693,-0.0572
0,3.75,0,-0.0405,-0.993,-0.0682
0,0,0.75,-0.1092,-0.0113,-0.281
0,0,1.75,-0.192,-0.0145,-0.563
0,0,2.75,-0.2789,-0.0274,-0.851
0,0,3.75,-0.363,-0.0361,-1.133
