W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.267,0.033,-0.155
1.75,0,0,-0.548,0.036,-0.234
2.75,0,0,-0.836,0.036,-0.317
3.75,0,0,-1.135,0.041,-0.408
0,0.75,0,-0.02,-0.104,-0.078
0,1.75,0,-0.005,-0.307,-0.074
0,2.75,0,-0.005,-0.551,-0.084
0,3.75,0,-0.006,-0.824,-0.1
0,0,0.75,-0.099,0.026,-0.329
0,0,1.75,-0.171,0.033,-0.628
0,0,2.75,-0.246,0.039,-0.921
0,0,3.75,-0.322,0.043,-1.217
