W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.129,-0.078,-0.163
1.75,0,0,-0.416,-0.078,-0.249
2.75,0,0,-0.708,-0.077,-0.338
3.75,0,0,-0.996,-0.075,-0.427
0,0.75,0,0.096,-0.279,-0.081
0,1.75,0,0.084,-0.545,-0.062
0,2.75,0,0.074,-0.821,-0.042
0,3.75,0,0.059,-1.09,-0.019
0,0,0.75,0.031,-0.078,-0.327
0,0,1.75,-0.057,-0.086,-0.623
0,0,2.75,-0.146,-0.095,-0.921
0,0,3.75,-0.235,-0.102,-1.21
