W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.365,-0.118,-0.155
1.75,0,0,-0.667,-0.119,-0.255
2.75,0,0,-0.972,-0.118,-0.342
3.75,0,0,-1.266,-0.115,-0.433
0,0.75,0,-0.155,-0.298,-0.111
0,1.75,0,-0.149,-0.547,-0.125
0,2.75,0,-0.144,-0.805,-0.137
0,3.75,0,-0.14,-1.076,-0.148
0,0,0.75,-0.231,-0.142,-0.33
0,0,1.75,-0.318,-0.147,-0.62
0,0,2.75,-0.406,-0.152,-0.913
0,0,3.75,-0.495,-0.151,-1.207
