AoA:,LC1:,LC2:,LC3:,Calib
0,0.264,0.011,0.612,35
2,0.377,0.018,0.745
4,0.456,0.008,0.817
6,0.527,-0.008,0.871
8,0.591,-0.015,0.926
10,0.639,-0.044,0.968
12,0.696,-0.069,1.022
14,0.703,-0.147,1.086
16,0.666,-0.241,1.103
18,0.592,-0.314,1.123
20,0.612,-0.375,1.071
