W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.232,0.056,-0.128
1.75,0,0,-0.518,0.055,-0.214
2.75,0,0,-0.813,0.053,-0.303
3.75,0,0,-1.107,0.052,-0.393
0,0.75,0,-0.005,-0.109,-0.056
0,1.75,0,-0.005,-0.372,-0.074
0,2.75,0,-0.004,-0.638,-0.089
0,3.75,0,-0.001,-0.905,-0.102
0,0,0.75,-0.075,0.054,-0.306
0,0,1.75,-0.154,0.054,-0.608
0,0,2.75,-0.234,0.051,-0.912
0,0,3.75,-0.314,0.049,-1.215
