AoA:,LC1:,LC2:,LC3:,Calib
0,0.307,0.231,0.825,25
2,0.402,0.218,0.928
4,0.494,0.199,1.012
6,0.582,0.187,1.069
8,0.656,0.165,1.146
10,0.737,0.145,1.212
12,0.791,0.114,1.264
14,0.821,0.048,1.306
16,0.844,-0.023,1.333
18,0.842,-0.064,1.336
20,0.798,-0.092,1.325
22,0.708,-0.155,1.288
24,0.686,-0.263,1.298
26,0.648,-0.357,1.302
