AoA:,LC1:,LC2:,LC3:,Calib
0,0.459,0.031,1.161,47
2,0.576,-0.003,1.291
4,0.696,-0.027,1.402
6,0.803,-0.069,1.506
8,0.898,-0.108,1.613
10,0.972,-0.179,1.692
12,1.014,-0.259,1.731
14,1.041,-0.338,1.784
16,1.081,-0.429,1.851
18,1.087,-0.514,1.902
20,0.955,-0.596,1.824
22,0.914,-0.671,1.819
24,0.902,-0.747,1.819
26,0.876,-0.845,1.817
