AoA:,LC1:,LC2:,LC3:,Calib
0,0.327,0.193,0.796,27
2,0.426,0.186,0.898
4,0.505,0.163,0.958
6,0.596,0.146,1.034
8,0.678,0.129,1.104
10,0.756,0.102,1.187
12,0.822,0.065,1.236
14,0.857,-0.005,1.294
16,0.884,-0.072,1.344
18,0.907,-0.121,1.381
20,0.894,-0.126,1.377
22,0.752,-0.222,1.295
24,0.761,-0.308,1.324
26,0.771,-0.396,1.345
