W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.211,0.024,-0.091
1.75,0,0,-0.5,0.023,-0.179
2.75,0,0,-0.792,0.022,-0.267
3.75,0,0,-1.084,0.021,-0.355
0,0.75,0,0.005,-0.158,-0.013
0,1.75,0,-0.004,-0.424,0.008
0,2.75,0,-0.014,-0.685,0.032
0,3.75,0,0,-0.969,0.06
0,0,0.75,-0.058,0.002,-0.249
0,0,1.75,-0.143,-0.002,-0.535
0,0,2.75,-0.231,-0.012,-0.831
0,0,3.75,-0.32,-0.016,-1.124
