W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.193,-0.004,-0.078
1.75,0,0,-0.481,0,-0.167
2.75,0,0,-0.779,0.002,-0.259
3.75,0,0,-1.071,0.005,-0.349
0,0.75,0,0.11,-0.177,0.003
0,1.75,0,0.003,-0.433,0.02
0,2.75,0,-0.012,-0.704,0.043
0,3.75,0,-0.027,-0.986,0.066
0,0,0.75,-0.056,-0.004,-0.246
0,0,1.75,-0.142,-0.007,-0.529
0,0,2.75,-0.233,-0.019,-0.831
0,0,3.75,-0.322,-0.023,-1.117
