W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.281,-0.091,-0.132
1.75,0,0,-0.561,-0.095,-0.212
2.75,0,0,-0.847,-0.099,-0.295
3.75,0,0,-1.139,-0.095,-0.382
0,0.75,0,-0.041,-0.265,-0.058
0,1.75,0,-0.046,-0.504,-0.079
0,2.75,0,-0.038,-0.756,-0.089
0,3.75,0,-0.029,-1.03,-0.097
0,0,0.75,-0.119,-0.115,-0.282
0,0,1.75,-0.202,-0.12,-0.565
0,0,2.75,-0.292,-0.124,-0.858
0,0,3.75,-0.381,-0.124,-1.149
