AoA:,LC1:,LC2:,LC3:,Calib
0,0.466,0.017,1.164,46
2,0.581,-0.006,1.301
4,0.692,-0.036,1.426
6,0.804,-0.074,1.524
8,0.901,-0.113,1.614
10,0.977,-0.181,1.691
12,1.018,-0.264,1.747
14,1.047,-0.345,1.804
16,1.081,-0.434,1.871
18,1.093,-0.514,1.914
20,0.931,-0.597,1.844
22,0.917,-0.666,1.835
24,0.896,-0.743,1.825
26,0.882,-0.828,1.833
