AoA:,LC1:,LC2:,LC3:,Calib
0,0.261,0.171,0.829,34
2,0.343,0.176,0.898
4,0.424,0.161,0.953
6,0.501,0.141,1.006
8,0.573,0.123,1.058
10,0.643,0.104,1.117
12,0.698,0.088,1.151
14,0.725,0.034,1.197
16,0.751,-0.027,1.237
18,0.765,-0.085,1.274
20,0.757,-0.075,1.262
22,0.628,-0.135,1.231
24,0.618,-0.182,1.241
26,0.614,-0.248,1.271
