W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.237,0.07,-0.122
1.75,0,0,-0.521,0.07,-0.206
2.75,0,0,-0.805,0.068,-0.291
3.75,0,0,-1.096,0.069,-0.379
0,0.75,0,-0.011,-0.137,-0.065
0,1.75,0,-0.006,-0.357,-0.084
0,2.75,0,-0.003,-0.618,-0.1
0,3.75,0,-0.002,-0.898,-0.112
0,0,0.75,-0.077,0.052,-0.301
0,0,1.75,0.153,0.048,-0.601
0,0,2.75,-0.227,0.043,-0.894
0,0,3.75,-0.296,0.043,-1.192
