AoA:,LC1:,LC2:,LC3:,Calib
0,0.481,0.059,1.072,40
2,0.607,0.021,1.209
4,0.721,-0.006,1.331
6,0.825,-0.031,1.447
8,0.926,-0.074,1.551
10,1.005,-0.143,1.651
12,1.064,-0.242,1.734
14,1.111,-0.328,1.803
16,1.122,-0.412,1.841
18,1.107,-0.522,1.907
20,1.037,-0.619,1.816
22,0.953,-0.719,1.806
24,0.926,-0.823,1.817
26,0.911,-0.941,1.825
