W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.282,0.123,-0.109
1.75,0,0,-0.567,0.129,-0.196
2.75,0,0,-0.857,0.133,-0.286
3.75,0,0,-1.147,0.137,-0.376
0,0.75,0,-0.046,-0.057,-0.052
0,1.75,0,-0.045,-0.298,-0.062
0,2.75,0,-0.043,-0.532,-0.073
0,3.75,0,0,-0.774,-0.085
0,0,0.75,-0.127,0.111,-0.279
0,0,1.75,-0.212,0.11,-0.569
0,0,2.75,-0.299,0.105,-0.857
0,0,3.75,-0.389,0.99,-1.148
