AoA:,LC1:,LC2:,LC3:,Calib
0,0.388,0.068,1.085,38
2,0.505,0.048,1.184
4,0.611,-0.007,1.272
6,0.701,-0.067,1.345
8,0.782,-0.126,1.415
10,0.856,-0.232,1.484
12,0.887,-0.327,1.554
14,0.906,-0.434,1.617
16,0.905,-0.538,1.657
18,0.892,-0.645,1.685
20,0.827,-0.767,1.692
22,0.817,-0.856,1.716
24,0.809,-0.951,1.753
26,0.798,-1.037,1.777
28,0.772,-1.132,1.786
30,0.746,-1.219,1.808
