W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.285,-0.166,-0.131
1.75,0,0,-0.57,-0.167,-0.215
2.75,0,0,-0.862,-0.161,-0.303
3.75,0,0,-1.156,-0.15,-0.397
0,0.75,0,-0.097,-0.292,-0.092
0,1.75,0,-0.086,-0.523,-0.075
0,2.75,0,-0.079,-0.775,-0.062
0,3.75,0,-0.067,-1.047,-0.047
0,0,0.75,-0.123,-0.169,-0.291
0,0,1.75,-0.207,-0.175,-0.579
0,0,2.75,-0.292,-0.181,-0.868
0,0,3.75,-0.385,-0.179,-1.158
