W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.285,0.169,-0.136
1.75,0,0,-0.577,0.167,-0.225
2.75,0,0,-0.871,0.166,-0.313
3.75,0,0,-1.159,0.165,-0.399
0,0.75,0,-0.059,0.032,-0.075
0,1.75,0,-0.057,-0.162,-0.093
0,2.75,0,-0.047,-0.415,-0.09
0,3.75,0,-0.041,-0.671,-0.095
0,0,0.75,-0.119,0.136,-0.278
0,0,1.75,-0.203,0.129,-0.564
0,0,2.75,-0.292,0.119,-0.855
0,0,3.75,-0.381,0.113,-1.147
