W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.028,-0.656,0.042
1.75,0,0,-0.305,-0.652,0.031
2.75,0,0,-0.589,-0.616,-0.117
3.75,0,0,-0.876,-0.606,-0.207
0,0.75,0,0.142,-0.745,0.049
0,1.75,0,0.156,-0.918,0.043
0,2.75,0,0.174,-1.065,0.04
0,3.75,0,0.186,-1.237,0.037
0,0,0.75,0.085,-0.636,-0.152
0,0,1.75,0.023,-0.636,-0.425
0,0,2.75,-0.045,-0.626,-0.712
0,0,3.75,-0.13,-0.633,-0.983
