AoA:,LC1:,LC2:,LC3:,Calib
0,0.333,0.182,0.764,32
2,0.457,0.169,0.895
4,0.537,0.156,0.963
6,0.602,0.138,1.009
8,0.675,0.109,1.071
10,0.752,0.075,1.152
12,0.824,0.037,1.225
14,0.862,-0.039,1.294
16,0.891,-0.091,1.345
18,0.905,-0.092,1.375
20,0.906,-0.148,1.382
22,0.777,-0.227,1.326
24,0.733,-0.318,1.291
26,0.721,-0.409,1.302
