W1,W2,W3,LC1,LC2,LC3
0.75,0,0,-0.284,-0.094,-0.136
1.75,0,0,-0.568,-0.092,-0.225
2.75,0,0,-0.872,-0.073,-0.322
3.75,0,0,-1.164,-0.067,-0.412
0,0.75,0,-0.062,-0.261,-0.079
0,1.75,0,-0.059,-0.505,-0.087
0,2.75,0,-0.047,-0.762,-0.089
0,3.75,0,-0.036,-1.03,-0.09
0,0,0.75,-0.131,-0.09,-0.302
0,0,1.75,-0.213,-0.098,-0.588
0,0,2.75,-0.301,-0.103,-0.884
0,0,3.75,-0.387,-0.105,-1.171
