LabVIEW Measurement	
Writer_Version	0.92
Reader_Version	1
Separator	Tab
Multi_Headings	Yes
X_Columns	Multi
Time_Pref	Relative
Operator	don geister
Date	1903/12/31
Time	19:00:00
***End_of_Header***	
	
Channels	1	
Samples	16	
Date	2018/01/28	
Time	15:04:28.828	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	1.000000	
***End_of_Header***		
X_Value		Comment
0.000000	-0.174579
1.000000	-0.299754
2.000000	-0.165627
3.000000	-0.218563
4.000000	-0.160616
5.000000	-0.241759
6.000000	-0.070551
7.000000	-0.092592
8.000000	-0.061087
9.000000	-0.121529
10.000000	-0.102985
11.000000	-0.110488
12.000000	-0.098740
13.000000	-0.124309
14.000000	-0.105358
15.000000	-0.152967

