LabVIEW Measurement	
Writer_Version	0.92
Reader_Version	1
Separator	Tab
Multi_Headings	Yes
X_Columns	Multi
Time_Pref	Relative
Operator	don geister
Date	1903/12/31
Time	19:00:00
***End_of_Header***	
	
Channels	1	
Samples	16	
Date	2018/01/28	
Time	14:57:15.75	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	1.000000	
***End_of_Header***		
X_Value		Comment
0.000000	-0.174579
1.000000	-0.220267
2.000000	-0.133570
3.000000	-0.190439
4.000000	-0.156411
5.000000	-0.233508
6.000000	-0.068644
7.000000	-0.091794
8.000000	-0.065271
9.000000	-0.118057
10.000000	-0.102985
11.000000	-0.119120
12.000000	-0.102431
13.000000	-0.140178
14.000000	-0.100090
15.000000	-0.155590

