LabVIEW Measurement	
Writer_Version	0.92
Reader_Version	1
Separator	Tab
Multi_Headings	Yes
X_Columns	Multi
Time_Pref	Relative
Operator	don geister
Date	1903/12/31
Time	19:00:00
***End_of_Header***	
	
Channels	1	
Samples	16	
Date	2018/01/28	
Time	16:08:12.546	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	1.000000	
***End_of_Header***		
X_Value		Comment
0.000000	-0.230292
1.000000	-0.795874
2.000000	-0.703503
3.000000	-0.782687
4.000000	-0.682654
5.000000	-0.783899
6.000000	-0.481486
7.000000	-0.431053
8.000000	-0.394156
9.000000	-0.439124
10.000000	-0.410300
11.000000	-0.457511
12.000000	-0.451124
13.000000	-0.498864
14.000000	-0.430097
15.000000	-0.493890

