LabVIEW Measurement	
Writer_Version	0.92
Reader_Version	1
Separator	Tab
Multi_Headings	Yes
X_Columns	Multi
Time_Pref	Relative
Operator	don geister
Date	1903/12/31
Time	19:00:00
***End_of_Header***	
	
Channels	1	
Samples	16	
Date	2018/01/28	
Time	17:17:38.828	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	1.000000	
***End_of_Header***		
X_Value		Comment
0.000000	-0.228676
1.000000	-0.680946
2.000000	-0.664320
3.000000	-0.743312
4.000000	-0.633893
5.000000	-0.696432
6.000000	-0.434768
7.000000	-0.378369
8.000000	-0.359845
9.000000	-0.380111
10.000000	-0.358805
11.000000	-0.397949
12.000000	-0.395771
13.000000	-0.557035
14.000000	-0.391476
15.000000	-0.480778

